kana	english	common	part
じゅうさんひ	thirteenth (date); thirteen days	十三日	n.
いせき	ruins, remains	遺跡	n.
しょうひ(する)	consumption	消費(する)	n.
もよう	pattern, design, look	模様	n.
ふかめる	deepen	深める	v.
パパ	papa, dad  うちのパパは優しい。 — My dad is kind.	パパ	n.
ぶん	sentence	文	n.
ちゅうごくじん	Chinese (person)	中国人	n.
かっせいか(する)	revitalization	活性化(する)	n.
せいしょ	Bible	聖書	n.
しんけい	nerve	神経	n.
こんらん(する)	confusion	混乱(する)	n.
ど	but (Classical)	ど	p.
いやす	heal, cure, recover from	癒す	v.
みがく	polish, brush; improve	磨く	v.
どうさ(する)	movement, operation	動作(する)	n.
コンサート	concert	コンサート	n.
こな	flour, powder	粉	n.
しんちょう	height	身長	n.
さんせい(する)	agreement	賛成(する)	n.
けいたい	form	形態	n.
につれて	as	につれて	cp.
ぶか	subordinate	部下	n.
にじゅうせいき	twentieth century	二十世紀	n.
ひょっとする	perhaps	ひょっとする	v.
きんむ(する)	service, duty, work	勤務(する)	n.
れんあい(する)	love (romantic)	恋愛(する)	n.
とどうふけん	prefectures	都道府県	n.
ごかい(する)	misunderstanding	誤解(する)	n.
ちょくぜん	just before	直前	n.
へいきん(する)	average	平均(する)	n.
しゅっしん	hometown; alma mater	出身	n.
く	ward, district	区	n.
しょうゆ	soy sauce	しょう油	n.
こつ	knack	こつ	n.
ほんやく(する)	translation	翻訳(する)	n.
ぼおっと	vacantly; dimly	ぼおっと	adv.
ソース	sauce; source	ソース	n.
にじゅうにひ	twenty-second	二十二日	n.
かたまる	harden; become certain	固まる	v.
ステージ	stage	ステージ	n.
ストーリー	story	ストーリー	n.
こす	cross, pass	越す	v.
まとまる	be well arranged; be united; be settled	まとまる	v.
はじまり	beginning, origin	始まり	n.
とく	untie; solve; remove	解く	v.
わかれ	parting, farewell	別れ	n.
にょうぼう	wife  うちの女房は倹約家だ。 — My wife is thrifty.	女房	n.
さいのう	talent, ability	才能	n.
はいご	back; background	背後	n.
つうか(する)	passage	通過(する)	n.
かくしん(する)	conviction	確信(する)	n.
かぶ	stump; stock, share	株	n.
いまさら	now (after such a long time)	いまさら	adv.
きょうりょく	strong, powerful	強力	na-adj.
こうべ	Kobe	神戸	n.
みいずるだす	find, discover	見出だす	v.
きたちょうせん	Democratic People’s Republic of Korea, North Korea	北朝鮮	n.
そくめん	side; flank	側面	n.
ほこり	pride, honor  息子を誇りに思う。 — I’m proud of my so	誇り	n.
つくり	make, construction	作り	n.
べい	meter	米	n.
ほうかい(する)	,	崩壊(する)	n.
にじゅういち	. twenty-one	二十一	num
ただちに	immediately, directly	直ちに	adv.
バッグ	bag	バッグ	n.
ほんしょ	this book	本書	n.
うつわ	container	器	n.
けつえき	blood	血液	n.
しょうげき	shock, impact	衝撃	n.
いやがる	be reluctant; hate	嫌がる	v.
せいぞう(する)	production	製造(する)	n.
とりわけ	especially	とりわけ	adv.
こむぎこ	(wheat) flour	小麦粉	n.
けはい	indication, sign	気配	n.
りろん	theory	理論	n.
りゅうこう(する)	fashion, epidemic	流行(する)	n.
けんかい	opinion, view	見解	n.
しょうにん(する)	approval	承認(する)	n.
いかにも	indeed, really, just	いかにも	adv.
たんい	unit, credit	単位	n.
ほる	dig	掘る	v.
かし	song lyrics	歌詞	n.
からむ	get entangled, involve;  pick a quarrel	絡む	v.
ぶんめい	civilization	文明	n.
ながさき	Nagasaki	長崎	n.
かまえる	get set, get ready;  set up	構える	v.
わー	wow!	わー	interj.
はつおん(する)	pronunciation	発音(する)	n.
きょうゆう(する)	,	共有(する)	n.
しょうぶ(する)	victory or defeat, match	勝負(する)	n.
すまい	house, residence	住まい	n.
にじゅうはちひ	twenty-eighth	二十八日	n.
じゅうだい	serious, important	重大	na-adj.
かっこく	each country, various countries	各国	n.
むりやり	forcibly, against  one’s will	無理矢理	adv.
ごひゃくえん	five hundred yen	五百円	n.
しゅっぴん(する)	exhibit	出品(する)	n.
いのる	pray, wish	祈る	v.
さんばんめ	third	三番目	n.
めも(する)	memo	メモ(する)	n.
へいじつ	weekday	平日	n.
しはらい	payment	支払い	n.
ひふ	skin	皮膚	n.
はんめん	other side	反面	n.
だいひょうてき	representative, typical	代表的	na-adj.
ととのう		整う	
しょしんしゃ	beginner	初心者	n.
たどりつく	finally arrive at, struggle along to	たどり着く	v.
やける	be burned; be roasted; be sunburned	焼ける	v.
がっぺい(する)	combination, merger	合併(する)	n.
ウサギ	rabbit	ウサギ	n.
てってい(する)	thoroughgoing,  out-and-out	徹底(する)	n.
ぬぐ	take off	脱ぐ	v.
はちとし	eight years	八年	n.
ですけれど	but	ですけれど	conj.
い	mind; will; sense	意	n.
じみんとう	Liberal Democratic Party  当時は自民党の天下だった。 — The Liberal	自民党	n.
ちか	basement; underground	地下	n.
こうちく(する)	construction	構築(する)	n.
りょうしゃ	both, the two	両者	n.
てきする	suit, fit	適する	v.
ひきうける	undertake	引き受ける	v.
ばんごう		番号	n.
けいえいもの	manager, proprietor	経営者	n.
あせる	be in a hurry; be impatient;  be eager	焦る	v.
ろんぶん	essay, thesis, paper, dissertation	論文	n.
タイミング	timing	タイミング	n.
ひゃくぱーせんと	one hundred percent	百パーセント	n.
しゅうまつ	weekend	週末	n.
しゅっぴんもの	exhibitor	出品者	n.
にじゅうろくひ	twenty-sixth	二十六日	n.
せいしき	formal, official	正式	na-adj.
カラオケ	karaoke	カラオケ	n.
たいしょく(する)	retirement, resignation	退職(する)	n.
みちる	be full; rise	満ちる	v.
おとなしい	gentle, well　behaved, quiet	おとなしい	i-adj.
ちじん	acquaintance	知人	n.
きざむ	cut into fine pieces; engrave; tick	刻む	v.
じゅうきゅうひ	nineteenth (date); nineteen days	十九日	n.
ちばけん	Chiba prefecture	千葉県	n.
しょくざい	ingredient, foodstuff	食材	n.
たずさわる	participate, be engaged	携わる	v.
くみあわせ	combination, matching	組み合わせ	n.
れいせい	calm	冷静	na-adj.
だいし	lines, speech, words	台詞	n.
コート	coat; court	コート	n.
にとしせい	second grade, second year	二年生	n.
ロック	rock; lock	ロック	n.
こっかい	national assembly, Diet	国会	n.
あむ	knit, braid	編む	v.
やぶる		破る	
まっか	bright red; downright	真っ赤	na-adj.
いと	intention	意図	n.
さらす	expose	さらす	v.
てま	labour; time	手間	n.
かわいがる	love, treat with affection	可愛がる	v.
しんりん	forest, woods	森林	n.
マイナス	minus	マイナス	n.
ラーメン	Chinese noodles	ラーメン	n.
ぼうし	hat, cap	帽子	n.
おーぷん(する)	,	オープン(する)	n.
なごや	Nagoya	名古屋	n.
はなす	separate, divide; keep apart	離す	v.
すうち		数値	n.
ねっしん	eager, enthusiastic	熱心	na-adj.
みなおし	review, reconsideration	見直し	n.
ぬすむ	steal	盗む	v.
いちさつ	one (book)	一冊	n.
つよさ	strength, power	強さ	n.
ひも	string; lace	紐	n.
いわ	rock	岩	n.
みす(する)	mistake	ミス(する)	n.
いこう(する)	,	移行(する)	n.
みかた(する)	supporter	味方(する)	n.
じゅんすい	pure; genuine	純粋	na-adj.
てんきん(する)	transfer (job)	転勤(する)	n.
ビートルズ	Beatles	ビートルズ	n.
フライパン	frying pan	フライパン	n.
いちかい	first floor (US), ground floor (UK)	一階	n.
さっぱり	not at all	さっぱり	adv.
しょうめん	front	正面	n.
えんげき	drama, play	演劇	n.
つかれ	fatigue, exhaustion,  tiredness	疲れ	n.
けいい	details, process	経緯	n.
さぐる		探る	
すうがく	mathematics	数学	n.
かかわり	relation, connection	関わり	n.
えいこく	United Kingdom, Britain	英国	n.
まきこむ	involve	巻き込む	v.
たいいん(する)	leaving hospital	退院(する)	n.
おぼえ	memory	覚え	n.
ゆうしゅう	excellent	優秀	na-adj.
りらっくす(する)	,	リラックス(する)	n.
しさく	policy, measure	施策	n.
ひとみ	pupil; eye	瞳	n.
にじゅうななひ	twenty-seventh	二十七日	n.
けんげん	authority, power	権限	n.
じゅうなな	. seventeen	十七	num
てんじ(する)	display, exhibition	展示(する)	n.
さんとし	three years old	三歳	n.
ちょうしょく	breakfast	朝食	n.
しんだん(する)	diagnosis	診断(する)	n.
ごめん	pardon, sorry, [to decline]	ご免	n.
かんづめ	canned food	缶詰	n.
こしょう	pepper	こしょう	n.
つぶれる	be crushed; go bankrupt; become useless	潰れる	v.
かいがん	seashore, seaside	海岸	n.
りょういき	territory, field	領域	n.
しゅっぱん(する)	publication	出版(する)	n.
えいがたて	movie theater, cinema	映画館	n.
きおん	temperature	気温	n.
ゆらい(する)	origin, history	由来(する)	n.
ひきおこす	raise, cause	引き起こす	v.
すじ	tendon; line; reason	筋	n.
ガラス	glass	ガラス	n.
どうい(する)	agreement, consent	同意(する)	n.
どにち	Saturday and Sunday	土日	n.
にんてい(する)	authorization	認定(する)	n.
おもちゃ	toy	おもちゃ	n.
しま	island	島	n.
おか	hill	丘	n.
にねんかん	two years	二年間	n.
メディア	media	メディア	n.
いちだい	one (machine/vehicle)	一台	n.
よくねん	the next year, the following year	翌年	n.
さんそ	oxygen	酸素	n.
よし	All right!, Good!	よし	interj.
いまや	now	いまや	adv.
ぜいたく	luxury	贅沢	n.
きんゆうきかん	financial institution 彼女は金融機関への就職を希望している。 —	金融機関	n.
ひゃくえん	one hundred yen	百円	n.
きいろ	yellow	黄色	n.
せいてい(する)	enactment	制定(する)	n.
ぶんしょ	document; writing	文書	n.
しょき	early days, initial stage	初期	n.
ぬれる	get wet	ぬれる	v.
はがき	postcard	はがき	n.
きょじん	giant	巨人	n.
おれいたる	we (used by male speakers)	俺達	n.
くつう	pain	苦痛	n.
パワー	power	パワー	n.
いかなる	what kind of, any	いかなる	adn.
あちこち	here and there, everywhere	あちこち	pron.
じつりょく	real ability	実力	n.
めんする	face	面する	v.
もったいない	wasteful; too good	もったいない	i-adj.
みなと	harbour, port	港	n.
かたほう	one side; the other one	片方	n.
さいあく	worst	最悪	na-adj.
ぎりぎり	barely	ぎりぎり	adv.
にじゅうきゅうひ	twenty-ninth	二十九日	n.
しはん(する)	on the market	市販(する)	n.
このよ	this world	この世	n.
かたて	one hand	片手	n.
さいん(する)	signature, autograph	サイン(する)	n.
きりすときょう	Christianity	キリスト教	n.
としより	old people, the elderly	年寄り	n.
きがる	light-hearted, feel free	気軽	na-adj.
なく	cry, sing	鳴く	v.
こきゅう(する)	breath	呼吸(する)	n.
コーナー	corner	コーナー	n.
とほ	on foot, walk	徒歩	n.
えんちょう(する)	extension	延長(する)	n.
ねむい	sleepy	眠い	i-adj.
あつい	thick; kind; abundant	厚い	i-adj.
にせんにとし	2002 (year)	二千二年	n.
ちゅうしょうきぎょう	small and medium-sized enterprises	中小企業	n.
あさくさ	Asakusa (place name)	浅草	n.
かんぺき	perfect	完璧	na-adj.
きずつける	hurt; damage  車を傷付けられた。 — My car was damaged.	傷付ける	v.
とく	, adj. [shortened form of “teoku”]	とく	n.
あご	jaw, chin	あご	n.
こうよう(する)	autumn leaves	紅葉(する)	n.
では	in; on; as for	では	p.
しんこう(する)	religious faith	信仰(する)	n.
ねた	material; ingredient	ねた	n.
やとう	employ, hire	雇う	v.
ゆう	male animal  この犬は雄です。 — This dog is male.	雄	n.
おうべい	Europe and America	欧米	n.
うんよう(する)	making use of	運用(する)	n.
す	vinegar	酢	n.
なかば	half, middle	半ば	n.
いんしょうてき	impressive	印象的	na-adj.
けんりょく	power, authority	権力	n.
きょひ(する)	refusal	拒否(する)	n.
すく	become empty, be free; get hungry  お腹が空いた。 — I got hungry.	空く	v.
ビジネス	business	ビジネス	n.
はばひろい	wide, broad	幅広い	i-adj.
アイデア	idea	アイデア	n.
じゅうにとき	twelve o’clock	十二時	n.
ベトナム	Vietnam	ベトナム	n.
らくさつ(する)	successful bid	落札(する)	n.
しゅつじょう(する)	participation	出場(する)	n.
だます	cheat, trick, deceive	だます	v.
かたづける	put in order, tidy; clear away; finish	片付ける	v.
くみあわせる	combine, put together, match	組み合わせる	v.
むろん	of course	むろん	adv.
こよう(する)	employment	雇用(する)	n.
のりこえる	climb over; overcome	乗り越える	v.
きゅうじつ	holiday, day off	休日	n.
ねぶくろ	sleeping bag	寝袋	n.
うたがい	doubt, suspicion	疑い	n.
